Index,Singular_Value
1872,21.011072
1873,21.007212
1874,21.005955
1875,20.996199
1876,20.992281
1877,20.982515
1878,20.967762
1879,20.962404
1880,20.961437
1881,20.953997
1882,20.946785
1883,20.936234
1884,20.931513
1885,20.921705
1886,20.913725
1887,20.911543
1888,20.901814
1889,20.896116
1890,20.894539
1891,20.884510
1892,20.879011
1893,20.873941
1894,20.868872
1895,20.863909
1896,20.855213
1897,20.844666
1898,20.841785
1899,20.823212
1900,20.809763
1901,20.806395
1902,20.800035
1903,20.792747
1904,20.788067
1905,20.770500
1906,20.761126
1907,20.751139
1908,20.747646
1909,20.740461
1910,20.736391
1911,20.724236
1912,20.718769
1913,20.715101
1914,20.704729
1915,20.703985
1916,20.692291
1917,20.685701
1918,20.679108
1919,20.675846
1920,20.668789
1921,20.664133
1922,20.654360
1923,20.651434
1924,20.647667
1925,20.629707
1926,20.624643
1927,20.614054
1928,20.603539
1929,20.600723
1930,20.595993
1931,20.586363
1932,20.580637
1933,20.572891
1934,20.556871
1935,20.555288
1936,20.548140
1937,20.540672
1938,20.533371
1939,20.529423
1940,20.520466
1941,20.513088
1942,20.507055
1943,20.505684
1944,20.488403
1945,20.480507
1946,20.471308
1947,20.461990
1948,20.460203
1949,20.454369
1950,20.438490
1951,20.432184
1952,20.426855
1953,20.419466
1954,20.412882
1955,20.410515
1956,20.401011
1957,20.397142
1958,20.384550
1959,20.382133
1960,20.370413
1961,20.362335
1962,20.356678
1963,20.347895
1964,20.343113
1965,20.332067
1966,20.326698
1967,20.324017
1968,20.316824
1969,20.307777
1970,20.304426
1971,20.299911
1972,20.290359
1973,20.281744
1974,20.269260
1975,20.265459
1976,20.256752
1977,20.252884
1978,20.247105
1979,20.239599
1980,20.237415
1981,20.227097
1982,20.219088
1983,20.209536
1984,20.196255
1985,20.191479
1986,20.185513
1987,20.173456
1988,20.165598
1989,20.161274
1990,20.159706
1991,20.148209
1992,20.143475
1993,20.141167
1994,20.125397
1995,20.119038
1996,20.112911
1997,20.101885
1998,20.092178
1999,20.084997
2000,20.083689
2001,20.079042
2002,20.071262
2003,20.063030
2004,20.060001
2005,20.048897
2006,20.042103
2007,20.031946
2008,20.025925
2009,20.020014
2010,20.016838
2011,20.005722
2012,19.997366
2013,19.986561
2014,19.977139
2015,19.969822
2016,19.967791
2017,19.958773
2018,19.944157
2019,19.943913
2020,19.934862
2021,19.925772
2022,19.923296
2023,19.915400
2024,19.911922
2025,19.904135
2026,19.896921
2027,19.882860
2028,19.880474
2029,19.875160
2030,19.857632
2031,19.854753
2032,19.843121
2033,19.838917
2034,19.831993
2035,19.825827
2036,19.823723
2037,19.813524
2038,19.811892
2039,19.799128
2040,19.784611
2041,19.780117
2042,19.774235
2043,19.761314
2044,19.749620
2045,19.744209
2046,19.739305
2047,19.733547
2048,19.724447
2049,19.716051
2050,19.708559
2051,19.706949
2052,19.702181
2053,19.697615
2054,19.683060
2055,19.670782
2056,19.666960
2057,19.658072
2058,19.657192
2059,19.649616
2060,19.642357
2061,19.632404
2062,19.619606
2063,19.613865
2064,19.606457
2065,19.601692
2066,19.597286
2067,19.588482
2068,19.584288
2069,19.579290
2070,19.567717
2071,19.562885
2072,19.549067
2073,19.544804
2074,19.541737
2075,19.533834
2076,19.518629
2077,19.517006
2078,19.506563
2079,19.493605
2080,19.490942
2081,19.489708
2082,19.482609
2083,19.473183
2084,19.463869
2085,19.457233
2086,19.452642
2087,19.440615
2088,19.437057
2089,19.431604
2090,19.425463
2091,19.414108
2092,19.396473
2093,19.388664
2094,19.382023
2095,19.379229
2096,19.378086
2097,19.370211
2098,19.359755
2099,19.353277
2100,19.347015
2101,19.334757
2102,19.332296
2103,19.327482
2104,19.323439
2105,19.314096
2106,19.304569
2107,19.292952
2108,19.288677
2109,19.285633
2110,19.275873
2111,19.272465
2112,19.263807
2113,19.255236
2114,19.252838
2115,19.243374
2116,19.237236
2117,19.230989
2118,19.224337
2119,19.215254
2120,19.204655
2121,19.198170
2122,19.189703
2123,19.183426
2124,19.173292
2125,19.168985
2126,19.160685
2127,19.154514
2128,19.151056
2129,19.132309
2130,19.128138
2131,19.124533
2132,19.116354
2133,19.109142
2134,19.099365
2135,19.093430
2136,19.081694
2137,19.071749
2138,19.068579
2139,19.062248
2140,19.059961
2141,19.053146
2142,19.046989
2143,19.035406
2144,19.031851
2145,19.026903
2146,19.013308
2147,19.011023
2148,19.006784
2149,19.000753
2150,18.988663
2151,18.978376
2152,18.973394
2153,18.952965
2154,18.946405
2155,18.939396
2156,18.937349
2157,18.930490
2158,18.922766
2159,18.914719
2160,18.911388
2161,18.902296
2162,18.897102
2163,18.891148
2164,18.880880
2165,18.873419
2166,18.869072
2167,18.866312
2168,18.860876
2169,18.842648
2170,18.834648
2171,18.830315
2172,18.818106
2173,18.812944
2174,18.808411
2175,18.802485
2176,18.800728
2177,18.792444
2178,18.787273
2179,18.771624
2180,18.766798
2181,18.762747
2182,18.756866
2183,18.748564
2184,18.739849
2185,18.733995
2186,18.724560
2187,18.722471
2188,18.712507
2189,18.707008
2190,18.705133
2191,18.689489
2192,18.684433
2193,18.674982
2194,18.672510
2195,18.661901
2196,18.656988
2197,18.653875
2198,18.642847
2199,18.632816
2200,18.630608
2201,18.619844
2202,18.609982
2203,18.598505
2204,18.586399
2205,18.577806
2206,18.576042
2207,18.571646
2208,18.568119
2209,18.558285
2210,18.551304
2211,18.548794
2212,18.539591
2213,18.528530
2214,18.518948
2215,18.515066
2216,18.508953
2217,18.505573
2218,18.496925
2219,18.481985
2220,18.477573
2221,18.472057
2222,18.461304
2223,18.452005
2224,18.450535
2225,18.440315
2226,18.436346
2227,18.433969
2228,18.421173
2229,18.410624
2230,18.407322
2231,18.405146
2232,18.400293
2233,18.390612
2234,18.369209
2235,18.365519
2236,18.358837
2237,18.353518
2238,18.349752
2239,18.341883
2240,18.331671
2241,18.328856
2242,18.319338
2243,18.315678
2244,18.309145
2245,18.305340
2246,18.294909
2247,18.288658
2248,18.283190
2249,18.268541
2250,18.266302
2251,18.252983
2252,18.251535
2253,18.244843
2254,18.231457
2255,18.227188
2256,18.217146
2257,18.214975
2258,18.207384
2259,18.194748
2260,18.186300
2261,18.178358
2262,18.171520
2263,18.162634
2264,18.157904
2265,18.150553
2266,18.137936
2267,18.133528
2268,18.126831
2269,18.119240
2270,18.114395
2271,18.105057
2272,18.100824
2273,18.095890
2274,18.091396
2275,18.077021
2276,18.071894
2277,18.062056
2278,18.049046
2279,18.046867
2280,18.040964
2281,18.036186
2282,18.030720
2283,18.017069
2284,18.013926
2285,18.004026
2286,17.999346
2287,17.986803
2288,17.985468
2289,17.980322
2290,17.968813
2291,17.967712
2292,17.953308
2293,17.950428
2294,17.943697
2295,17.938555
2296,17.932880
2297,17.924149
2298,17.916546
2299,17.908705
2300,17.903631
2301,17.898630
2302,17.878191
2303,17.876156
2304,17.869410
2305,17.865829
2306,17.859476
2307,17.848827
2308,17.839968
2309,17.836500
2310,17.827057
2311,17.818928
2312,17.809526
2313,17.800661
2314,17.796722
2315,17.790722
2316,17.779963
2317,17.766216
2318,17.764341
2319,17.757296
2320,17.750887
2321,17.744745
2322,17.736797
2323,17.732973
2324,17.727257
2325,17.719358
2326,17.707762
2327,17.702549
2328,17.698778
2329,17.688898
2330,17.681725
2331,17.667004
2332,17.659338
2333,17.647541
2334,17.644775
2335,17.636343
2336,17.631798
2337,17.626104
2338,17.622368
2339,17.617880
2340,17.612244
2341,17.602724
2342,17.594740
2343,17.587969
2344,17.581583
2345,17.575106
2346,17.569340
2347,17.561594
2348,17.555489
2349,17.550541
2350,17.547321
2351,17.543858
2352,17.538097
2353,17.522739
2354,17.516504
2355,17.512363
2356,17.503656
2357,17.499578
2358,17.491957
2359,17.487024
2360,17.480967
2361,17.467464
2362,17.459929
2363,17.454462
2364,17.446802
2365,17.435829
2366,17.424925
2367,17.418381
2368,17.412363
2369,17.406807
2370,17.396688
2371,17.392530
2372,17.387609
2373,17.376307
2374,17.371326
2375,17.366114
2376,17.358210
2377,17.351665
2378,17.345896
2379,17.336836
2380,17.333336
2381,17.318066
2382,17.313311
2383,17.305836
2384,17.296139
2385,17.291956
2386,17.286880
2387,17.275331
2388,17.270435
2389,17.260841
2390,17.258665
2391,17.251272
2392,17.240824
2393,17.238058
2394,17.235100
2395,17.228933
2396,17.216040
2397,17.208368
2398,17.205751
2399,17.201021
2400,17.195978
2401,17.188097
2402,17.180920
2403,17.158966
2404,17.157343
2405,17.151142
2406,17.146395
2407,17.135695
2408,17.129011
2409,17.122742
2410,17.121332
2411,17.110435
2412,17.101866
2413,17.092194
2414,17.083500
2415,17.082771
2416,17.075575
2417,17.068190
2418,17.064022
2419,17.059048
2420,17.052927
2421,17.045227
2422,17.033056
2423,17.021799
2424,17.019348
2425,17.015230
2426,17.005331
2427,17.002274
2428,16.998047
2429,16.992517
2430,16.989988
2431,16.974655
2432,16.961273
2433,16.956413
2434,16.954498
2435,16.952726
2436,16.946629
2437,16.935266
2438,16.926779
2439,16.926460
2440,16.920277
2441,16.910742
2442,16.903706
2443,16.899918
2444,16.894510
2445,16.889854
2446,16.872780
2447,16.871151
2448,16.859003
2449,16.856865
2450,16.850969
2451,16.831350
2452,16.825939
2453,16.821827
2454,16.816172
2455,16.811495
2456,16.802217
2457,16.797424
2458,16.786133
2459,16.778122
2460,16.772228
2461,16.770586
2462,16.758986
2463,16.752609
2464,16.740877
2465,16.732496
2466,16.729311
2467,16.723936
2468,16.713846
2469,16.710724
2470,16.704058
2471,16.701252
2472,16.688545
2473,16.678802
2474,16.676344
2475,16.666042
2476,16.650894
2477,16.641890
2478,16.640125
2479,16.636017
2480,16.631041
2481,16.624962
2482,16.621868
2483,16.608242
2484,16.596745
2485,16.588160
2486,16.579496
2487,16.574118
2488,16.572384
2489,16.557913
2490,16.550737
2491,16.545162
2492,16.543861
2493,16.535156
2494,16.526186
2495,16.523706
2496,16.513214
2497,16.500919
2498,16.497030
2499,16.488693
2500,16.481884
2501,16.473499
2502,16.465942
2503,16.462009
2504,16.455975
2505,16.453089
2506,16.447601
2507,16.445063
2508,16.428429
2509,16.423794
2510,16.421234
2511,16.415520
2512,16.412985
2513,16.403753
2514,16.397779
2515,16.394260
2516,16.381811
2517,16.379284
2518,16.372595
2519,16.364107
2520,16.350557
2521,16.342384
2522,16.337807
2523,16.329201
2524,16.321312
2525,16.308451
2526,16.305170
2527,16.298361
2528,16.287258
2529,16.285858
2530,16.277317
2531,16.270241
2532,16.266743
2533,16.259258
2534,16.254763
2535,16.245836
2536,16.239967
2537,16.233456
2538,16.229155
2539,16.217468
2540,16.207081
2541,16.202810
2542,16.185352
2543,16.180151
2544,16.177914
2545,16.176611
2546,16.163540
2547,16.161240
2548,16.154629
2549,16.145903
2550,16.135931
2551,16.127748
2552,16.118793
2553,16.111185
2554,16.109692
2555,16.105623
2556,16.098139
2557,16.090937
2558,16.084578
2559,16.069437
2560,16.058361
2561,16.057766
2562,16.054934
2563,16.052605
2564,16.042192
2565,16.035149
2566,16.028107
2567,16.021347
2568,16.016766
2569,16.010237
2570,15.998571
2571,15.991386
2572,15.987329
2573,15.976612
2574,15.974359
2575,15.962140
2576,15.956656
2577,15.950356
2578,15.944649
2579,15.942233
2580,15.928190
2581,15.924647
2582,15.917841
2583,15.916812
2584,15.902730
2585,15.896872
2586,15.893450
2587,15.883844
2588,15.879875
2589,15.869200
2590,15.859057
2591,15.856696
2592,15.849093
2593,15.844252
2594,15.835762
2595,15.834651
2596,15.823056
2597,15.818086
2598,15.810332
2599,15.809651
2600,15.795611
2601,15.792814
2602,15.781123
2603,15.771902
2604,15.766847
2605,15.758751
2606,15.755156
2607,15.739271
2608,15.733577
2609,15.730186
2610,15.720644
2611,15.715383
2612,15.703929
2613,15.697339
2614,15.692005
2615,15.687747
2616,15.685097
2617,15.678116
2618,15.675200
2619,15.670565
2620,15.651739
2621,15.645368
2622,15.640640
2623,15.635674
2624,15.621811
2625,15.613944
2626,15.611778
2627,15.606936
2628,15.600588
2629,15.592493
2630,15.581391
2631,15.575742
2632,15.572238
2633,15.564387
2634,15.560640
2635,15.556328
2636,15.546017
2637,15.533686
2638,15.530462
2639,15.528085
2640,15.518326
2641,15.511366
2642,15.502316
2643,15.492271
2644,15.489626
2645,15.479594
2646,15.477042
2647,15.473009
2648,15.461387
2649,15.453362
2650,15.445189
2651,15.430053
2652,15.428020
2653,15.421659
2654,15.415229
2655,15.408183
2656,15.392757
2657,15.391110
2658,15.387155
2659,15.379411
2660,15.369277
2661,15.365305
2662,15.354806
2663,15.351470
2664,15.345749
2665,15.340289
2666,15.334215
2667,15.328530
2668,15.326788
2669,15.313387
2670,15.307851
2671,15.299524
2672,15.286708
2673,15.285381
2674,15.283817
2675,15.276821
2676,15.269527
2677,15.251690
2678,15.245490
2679,15.240591
2680,15.234817
2681,15.226902
2682,15.218966
2683,15.210858
2684,15.209549
2685,15.205276
2686,15.190589
2687,15.185949
2688,15.181881
2689,15.166739
2690,15.162708
2691,15.154675
2692,15.151656
2693,15.144437
2694,15.132705
2695,15.126488
2696,15.123209
2697,15.114944
2698,15.105813
2699,15.103969
2700,15.094946
2701,15.092046
2702,15.091341
2703,15.070967
2704,15.061854
2705,15.055425
2706,15.049562
2707,15.041327
2708,15.030807
2709,15.027718
2710,15.021518
2711,15.015839
2712,15.010781
2713,15.006827
2714,15.000648
2715,14.995482
2716,14.991040
2717,14.984146
2718,14.979045
2719,14.971096
2720,14.964002
2721,14.959227
2722,14.952193
2723,14.943924
2724,14.934916
2725,14.925253
2726,14.919136
2727,14.913182
2728,14.911777
2729,14.902536
2730,14.890836
2731,14.888777
2732,14.878252
2733,14.871703
2734,14.869598
2735,14.863005
2736,14.859579
2737,14.844747
2738,14.837100
2739,14.833537
2740,14.827320
2741,14.817808
2742,14.812323
2743,14.804135
2744,14.788304
2745,14.778997
2746,14.769351
2747,14.767716
2748,14.765362
2749,14.756154
2750,14.750870
2751,14.738232
2752,14.734023
2753,14.729282
2754,14.726403
2755,14.720970
2756,14.704802
2757,14.703888
2758,14.693175
2759,14.691723
2760,14.686415
2761,14.679762
2762,14.677657
2763,14.666213
2764,14.657962
2765,14.652056
2766,14.649032
2767,14.641758
2768,14.637149
2769,14.628195
2770,14.618780
2771,14.614447
2772,14.601816
2773,14.600052
2774,14.598455
2775,14.586836
2776,14.575174
2777,14.565590
2778,14.563046
2779,14.559144
2780,14.551054
2781,14.539982
2782,14.537124
2783,14.526749
2784,14.519178
2785,14.512784
2786,14.505917
2787,14.501986
2788,14.489380
2789,14.487432
2790,14.474391
2791,14.473954
2792,14.466505
2793,14.463095
2794,14.457158
2795,14.449650
2796,14.447029
2797,14.435907
2798,14.434592
2799,14.419869
2800,14.417559
2801,14.405905
2802,14.393654
2803,14.391398
2804,14.381419
2805,14.375428
2806,14.367099
2807,14.356905
2808,14.350970
2809,14.346095
2810,14.338625
2811,14.333037
2812,14.323040
2813,14.317407
2814,14.309421
2815,14.303720
2816,14.300878
2817,14.293416
2818,14.290514
2819,14.283406
2820,14.276771
2821,14.263989
2822,14.252508
2823,14.245720
2824,14.239015
2825,14.233925
2826,14.223392
2827,14.216412
2828,14.215383
2829,14.210398
2830,14.207378
2831,14.204613
2832,14.191980
2833,14.191187
2834,14.172400
2835,14.166763
2836,14.157226
2837,14.152181
2838,14.149357
2839,14.138623
2840,14.131660
2841,14.124850
2842,14.123532
2843,14.114888
2844,14.111371
2845,14.104784
2846,14.094012
2847,14.087185
2848,14.074305
2849,14.069648
2850,14.067063
2851,14.055239
2852,14.053698
2853,14.045738
2854,14.040236
2855,14.036626
2856,14.023705
2857,14.021017
2858,14.017483
2859,14.012568
2860,14.001077
2861,13.999022
2862,13.991999
2863,13.980070
2864,13.967441
2865,13.960179
2866,13.951086
2867,13.941393
2868,13.937955
2869,13.934914
2870,13.929941
2871,13.923156
2872,13.914650
2873,13.908053
2874,13.901408
2875,13.889757
2876,13.885655
2877,13.880909
2878,13.878594
2879,13.872563
2880,13.867222
2881,13.857583
2882,13.853948
2883,13.843864
2884,13.836238
2885,13.832222
2886,13.823939
2887,13.812191
2888,13.806765
2889,13.802566
2890,13.795764
2891,13.791535
2892,13.787002
2893,13.773063
2894,13.772293
2895,13.765758
2896,13.763433
2897,13.749470
2898,13.739173
2899,13.726846
2900,13.725310
2901,13.715883
2902,13.707403
2903,13.707250
2904,13.698492
2905,13.694197
2906,13.683277
2907,13.680979
2908,13.673884
2909,13.671281
2910,13.662587
2911,13.651156
2912,13.649908
2913,13.638240
2914,13.630770
2915,13.626494
2916,13.624915
2917,13.621532
2918,13.616054
2919,13.608050
2920,13.596775
2921,13.584513
2922,13.581043
2923,13.574432
2924,13.569428
2925,13.555058
2926,13.550108
2927,13.541129
2928,13.534391
2929,13.524075
2930,13.520950
2931,13.510711
2932,13.503633
2933,13.497157
2934,13.495122
2935,13.489134
2936,13.487366
2937,13.476309
2938,13.469895
2939,13.460302
2940,13.453284
2941,13.447092
2942,13.435690
2943,13.426301
2944,13.422884
2945,13.409560
2946,13.404514
2947,13.402456
2948,13.389745
2949,13.386508
2950,13.378329
2951,13.374634
2952,13.369127
2953,13.361339
2954,13.354194
2955,13.351884
2956,13.341358
2957,13.335417
2958,13.329350
2959,13.324039
2960,13.319619
2961,13.313066
2962,13.309122
2963,13.297789
2964,13.291950
2965,13.287899
2966,13.274781
2967,13.272725
2968,13.263683
2969,13.260601
2970,13.256163
2971,13.244427
2972,13.238870
2973,13.224032
2974,13.223423
2975,13.212022
2976,13.211674
2977,13.206261
2978,13.202136
2979,13.190492
2980,13.188213
2981,13.174706
2982,13.165145
2983,13.161360
2984,13.152849
2985,13.141459
2986,13.137873
2987,13.131486
2988,13.123030
2989,13.118751
2990,13.103560
2991,13.102637
2992,13.094872
2993,13.085930
2994,13.077121
2995,13.074987
2996,13.059478
2997,13.058578
2998,13.051804
2999,13.041487
3000,13.037976
3001,13.032605
3002,13.021189
3003,13.017234
3004,13.014049
3005,13.003534
3006,12.999299
3007,12.995023
3008,12.990180
3009,12.981912
3010,12.973253
3011,12.968195
3012,12.959499
3013,12.953282
3014,12.949202
3015,12.941500
3016,12.937007
3017,12.927799
3018,12.924266
3019,12.918039
3020,12.910731
3021,12.897711
3022,12.893543
3023,12.883950
3024,12.878959
3025,12.873436
3026,12.863518
3027,12.860236
3028,12.856560
3029,12.849323
3030,12.837252
3031,12.828604
3032,12.825172
3033,12.817433
3034,12.811640
3035,12.807014
3036,12.801057
3037,12.799572
3038,12.796519
3039,12.793422
3040,12.778811
3041,12.767396
3042,12.764621
3043,12.758540
3044,12.751225
3045,12.740334
3046,12.739183
3047,12.736378
3048,12.728524
3049,12.715438
3050,12.708083
3051,12.696561
3052,12.692108
3053,12.683789
3054,12.679063
3055,12.677113
3056,12.669021
3057,12.665883
3058,12.662016
3059,12.647046
3060,12.643871
3061,12.637224
3062,12.631692
3063,12.623035
3064,12.606014
3065,12.600157
3066,12.592233
3067,12.588439
3068,12.584608
3069,12.583800
3070,12.577333
3071,12.569578
3072,12.556091
3073,12.553883
3074,12.551756
3075,12.545259
3076,12.535319
3077,12.526792
3078,12.523053
3079,12.516338
3080,12.506566
3081,12.495208
3082,12.490905
3083,12.488283
3084,12.474041
3085,12.468407
3086,12.458473
3087,12.454536
3088,12.448317
3089,12.442204
3090,12.437941
3091,12.434407
3092,12.429779
3093,12.422359
3094,12.414220
3095,12.409596
3096,12.400989
3097,12.394082
3098,12.381315
3099,12.364875
3100,12.363064
3101,12.354904
3102,12.349651
3103,12.347173
3104,12.341922
3105,12.337112
3106,12.322988
3107,12.317032
3108,12.313929
3109,12.304129
3110,12.301317
3111,12.298600
3112,12.282925
3113,12.279616
3114,12.272415
3115,12.260899
3116,12.257601
3117,12.252191
3118,12.242666
3119,12.231952
3120,12.226634
3121,12.220323
3122,12.212053
3123,12.207394
3124,12.200520
3125,12.197104
3126,12.189924
3127,12.185899
3128,12.168536
3129,12.162390
3130,12.157770
3131,12.154225
3132,12.150909
3133,12.140203
3134,12.138178
3135,12.132401
3136,12.126424
3137,12.112110
3138,12.100107
3139,12.092880
3140,12.088327
3141,12.085582
3142,12.082231
3143,12.073143
3144,12.066774
3145,12.065148
3146,12.051978
3147,12.041837
3148,12.037663
3149,12.032088
3150,12.022644
3151,12.020147
3152,12.012296
3153,12.000446
3154,11.994355
3155,11.987224
3156,11.981043
3157,11.975882
3158,11.974932
3159,11.964806
3160,11.957936
3161,11.948824
3162,11.942040
3163,11.933950
3164,11.928180
3165,11.913159
3166,11.911116
3167,11.909126
3168,11.903491
3169,11.900923
3170,11.896196
3171,11.889983
3172,11.884725
3173,11.881116
3174,11.873981
3175,11.860175
3176,11.859286
3177,11.851840
3178,11.844430
3179,11.838195
3180,11.827632
3181,11.818521
3182,11.817496
3183,11.807200
3184,11.797708
3185,11.794439
3186,11.791256
3187,11.779657
3188,11.766062
3189,11.763593
3190,11.757874
3191,11.744677
3192,11.736979
3193,11.729293
3194,11.722882
3195,11.721248
3196,11.715697
3197,11.707218
3198,11.705578
3199,11.702360
3200,11.692873
3201,11.688046
3202,11.678674
3203,11.669771
3204,11.667005
3205,11.661287
3206,11.651791
3207,11.647532
3208,11.642869
3209,11.627844
3210,11.620934
3211,11.611481
3212,11.610745
3213,11.609099
3214,11.605257
3215,11.603961
3216,11.591960
3217,11.581717
3218,11.571342
3219,11.563755
3220,11.562347
3221,11.559295
3222,11.554075
3223,11.537159
3224,11.531181
3225,11.524686
3226,11.521897
3227,11.513144
3228,11.507149
3229,11.498984
3230,11.494336
3231,11.485056
3232,11.478395
3233,11.469235
3234,11.465257
3235,11.455450
3236,11.451174
3237,11.449615
3238,11.440475
3239,11.438606
3240,11.436024
3241,11.428017
3242,11.411556
3243,11.409953
3244,11.405891
3245,11.402158
3246,11.390602
3247,11.383973
3248,11.380135
3249,11.369342
3250,11.363453
3251,11.357112
3252,11.351336
3253,11.348879
3254,11.342666
3255,11.333371
3256,11.319622
3257,11.314775
3258,11.307425
3259,11.300579
3260,11.298966
3261,11.293010
3262,11.282199
3263,11.272093
3264,11.262401
3265,11.258368
3266,11.254911
3267,11.249965
3268,11.236788
3269,11.235056
3270,11.226451
3271,11.216022
3272,11.209937
3273,11.205739
3274,11.198720
3275,11.187814
3276,11.180312
3277,11.174191
3278,11.171084
3279,11.164953
3280,11.160124
3281,11.149506
3282,11.145011
3283,11.137227
3284,11.132350
3285,11.126774
3286,11.113592
3287,11.111168
3288,11.107576
3289,11.101382
3290,11.098310
3291,11.084573
3292,11.077356
3293,11.066006
3294,11.062519
3295,11.058723
3296,11.055573
3297,11.051727
3298,11.048167
3299,11.042236
3300,11.028787
3301,11.016301
3302,11.013423
3303,11.008000
3304,11.000850
3305,10.995279
3306,10.981804
3307,10.974711
3308,10.967545
3309,10.965353
3310,10.959802
3311,10.956483
3312,10.953114
3313,10.947921
3314,10.938891
3315,10.930008
3316,10.920736
3317,10.919518
3318,10.907677
3319,10.905906
3320,10.899386
3321,10.883975
3322,10.881922
3323,10.877486
3324,10.870831
3325,10.868239
3326,10.851899
3327,10.848698
3328,10.845495
3329,10.840086
3330,10.833207
3331,10.830806
3332,10.825736
3333,10.819004
3334,10.809701
3335,10.804944
3336,10.795401
3337,10.788589
3338,10.787128
3339,10.776567
3340,10.775077
3341,10.761688
3342,10.758786
3343,10.754126
3344,10.746272
3345,10.730189
3346,10.726862
3347,10.720099
3348,10.714799
3349,10.712994
3350,10.696428
3351,10.693083
3352,10.687784
3353,10.674514
3354,10.671537
3355,10.663597
3356,10.654931
3357,10.648832
3358,10.644165
3359,10.636370
3360,10.630999
3361,10.626446
3362,10.621840
3363,10.618845
3364,10.609276
3365,10.605662
3366,10.594303
3367,10.584452
3368,10.581239
3369,10.569960
3370,10.558448
3371,10.557051
3372,10.545323
3373,10.540404
3374,10.532197
3375,10.526082
3376,10.521461
3377,10.512898
3378,10.506977
3379,10.499233
3380,10.492484
3381,10.487189
3382,10.478694
3383,10.471498
3384,10.464539
3385,10.458978
3386,10.451998
3387,10.446014
3388,10.444411
3389,10.436084
3390,10.433397
3391,10.423808
3392,10.417277
3393,10.412080
3394,10.406829
3395,10.393713
3396,10.386570
3397,10.383885
3398,10.375015
3399,10.361995
3400,10.358371
3401,10.354920
3402,10.348185
3403,10.338653
3404,10.338131
3405,10.331772
3406,10.325910
3407,10.316909
3408,10.302139
3409,10.299693
3410,10.291773
3411,10.289618
3412,10.284887
3413,10.275395
3414,10.273003
3415,10.266715
3416,10.255776
3417,10.250509
3418,10.246851
3419,10.242603
3420,10.232423
3421,10.218464
3422,10.217580
3423,10.212939
3424,10.205054
3425,10.199476
3426,10.186221
3427,10.184945
3428,10.175680
3429,10.171940
3430,10.166663
3431,10.161946
3432,10.153550
3433,10.146990
3434,10.140481
3435,10.132783
3436,10.124537
3437,10.117043
3438,10.107430
3439,10.099370
3440,10.087689
3441,10.086989
3442,10.085495
3443,10.076444
3444,10.067591
3445,10.062748
3446,10.056114
3447,10.045089
3448,10.041441
3449,10.037094
3450,10.025187
3451,10.018963
3452,10.014634
3453,10.011586
3454,10.003032
3455,10.000175
3456,9.994131
3457,9.988129
3458,9.983253
3459,9.972760
3460,9.970181
3461,9.960155
3462,9.947955
3463,9.939970
3464,9.929967
3465,9.923400
3466,9.917165
3467,9.914376
3468,9.908721
3469,9.904695
3470,9.903246
3471,9.892234
3472,9.888611
3473,9.884113
3474,9.874078
3475,9.863832
3476,9.860977
3477,9.856813
3478,9.853705
3479,9.852002
3480,9.842388
3481,9.836494
3482,9.824671
3483,9.822237
3484,9.817813
3485,9.806135
3486,9.801584
3487,9.797535
3488,9.786180
3489,9.778922
3490,9.775519
3491,9.768407
3492,9.757668
3493,9.752464
3494,9.745344
3495,9.735476
3496,9.726276
3497,9.723701
3498,9.721227
3499,9.712832
3500,9.709444
3501,9.699155
3502,9.695291
3503,9.687776
3504,9.685420
3505,9.679505
3506,9.672411
3507,9.663112
3508,9.660273
3509,9.653031
3510,9.646149
3511,9.636617
3512,9.632417
3513,9.620702
3514,9.612405
3515,9.611302
3516,9.604936
3517,9.595397
3518,9.592000
3519,9.584449
3520,9.579520
3521,9.566658
3522,9.562810
3523,9.553392
3524,9.548399
3525,9.546338
3526,9.534749
3527,9.532631
3528,9.523627
3529,9.515409
3530,9.510453
3531,9.503525
3532,9.493072
3533,9.487922
3534,9.478152
3535,9.475636
3536,9.471598
3537,9.469748
3538,9.456327
3539,9.453056
3540,9.450411
3541,9.442547
3542,9.432731
3543,9.431233
3544,9.426938
3545,9.418447
3546,9.414897
3547,9.407162
3548,9.395857
3549,9.389112
3550,9.387580
3551,9.379673
3552,9.371748
3553,9.361259
3554,9.356206
3555,9.345624
3556,9.342671
3557,9.340925
3558,9.331881
3559,9.329558
3560,9.323544
3561,9.320894
3562,9.313518
3563,9.303906
3564,9.293649
3565,9.284714
3566,9.278955
3567,9.273636
3568,9.269841
3569,9.266176
3570,9.262210
3571,9.249508
3572,9.248932
3573,9.236917
3574,9.230055
3575,9.222382
3576,9.208597
3577,9.203517
3578,9.198545
3579,9.192299
3580,9.186611
3581,9.185980
3582,9.173239
3583,9.168399
3584,9.160312
3585,9.156246
3586,9.151151
3587,9.145738
3588,9.142265
3589,9.137807
3590,9.129127
3591,9.111259
3592,9.108932
3593,9.101378
3594,9.092999
3595,9.091702
3596,9.082675
3597,9.076121
3598,9.071565
3599,9.066230
3600,9.060844
3601,9.053488
3602,9.047741
3603,9.044507
3604,9.033509
3605,9.032271
3606,9.028475
3607,9.018858
3608,9.006670
3609,8.994762
3610,8.987043
3611,8.978515
3612,8.978077
3613,8.973166
3614,8.961278
3615,8.956920
3616,8.946625
3617,8.937884
3618,8.934369
3619,8.928298
