PC1,PC2,PC3,PC4,PC5
-0.396696,-0.328608,-0.145557,-0.469504,0.440474
0.324238,0.083807,0.198751,-0.369259,0.049899
0.435072,-0.079350,0.492912,-0.338289,-0.584961
0.305310,0.009106,-0.248068,-0.739693,-0.110416
0.206327,0.071763,0.384214,-0.417051,0.339995
-0.393111,-0.330107,-0.237934,0.363795,-0.036107
0.004982,0.300034,-0.649877,-0.455642,0.441169
-0.130632,-0.326462,-0.283550,-0.256621,0.057609
0.153609,0.377737,-0.032413,0.112924,0.036757
0.037967,-0.511773,-0.164384,0.308824,0.258252
-0.022582,-0.061611,0.101587,-0.502518,-0.012973
-0.393323,0.339601,0.098713,-0.104411,-0.166749
-0.025463,0.351912,-0.078846,-0.090082,-0.112054
-0.098767,0.201662,-0.052109,0.413817,0.012128
0.448222,-0.517865,0.333944,-0.181767,-0.096575
-0.050570,0.060834,0.294164,0.074385,0.452038
0.204516,-0.115891,0.083969,0.129301,-0.342877
-0.142025,-0.199936,-0.284798,0.196216,0.487685
-0.057851,0.142271,0.086321,-0.169000,-0.247612
-0.296993,-0.073142,-0.553147,-0.172060,-0.117333
0.222849,0.335445,-0.565684,0.066534,0.071529
-0.420290,-0.117736,-0.093426,0.121754,0.360143
0.461289,-0.122552,-0.228745,-0.233885,0.342068
-0.082758,0.053364,-0.018926,-0.496082,-0.312351
-0.039535,0.316383,-0.151944,-0.584320,-0.094268
0.233066,-0.051662,-0.028594,0.271819,-0.033551
0.270815,0.243479,0.284261,0.590645,-0.164279
0.331789,0.248181,0.168465,-0.069024,-0.339326
0.021036,0.296919,-0.058834,0.022473,0.234669
0.049496,-0.287621,-0.078791,-0.257335,-0.187467
0.326343,0.414236,0.448270,-0.092267,0.168787
-0.020874,0.216247,0.465438,0.091349,-0.085610
-0.284855,0.442521,-0.020708,0.420809,0.282725
-0.291081,0.310460,0.055297,0.161781,-0.373123
-0.097552,0.563796,-0.297797,-0.265327,0.418848
-0.171544,-0.120528,-0.353916,-0.215675,-0.007215
-0.744786,-0.201200,-0.314636,0.220841,0.411283
0.440241,-0.077556,0.303212,0.097977,0.301226
0.693910,-0.136888,0.374214,-0.032540,-0.001650
-0.028501,0.143128,-0.148558,-0.311501,-0.005985
-0.074688,0.127570,-0.080098,0.336473,-0.271692
-0.139666,-0.384525,0.498203,-0.341037,-0.663785
-0.562815,0.022337,-0.408618,-0.022646,0.279875
0.080511,0.046386,0.200990,-0.185396,-0.219031
-0.553445,0.142954,-0.065838,-0.044500,-0.337237
-0.132110,0.207736,0.274415,-0.047947,0.489310
0.245764,-0.006143,-0.111574,-0.350446,0.053252
-0.273726,0.349459,0.195877,0.033393,0.436373
-0.599174,-0.276239,-0.063813,-0.002294,-0.003958
-0.596701,-0.096105,0.264179,0.365810,-0.110668
-0.215182,0.084290,1.012737,-0.284804,0.487669
-0.079429,-0.135766,-0.076631,-0.282354,-0.380407
0.905381,0.191363,0.243354,-0.410687,-0.388195
0.252085,0.173757,0.064318,0.252288,-0.159710
-0.358309,-0.026452,0.014603,0.369434,-0.206268
0.183983,-0.006875,0.252831,0.119697,0.010749
-0.064835,-0.053042,-0.164969,0.006934,0.121928
0.062429,-0.257680,0.018923,0.172990,0.460754
0.541258,0.250420,-0.424231,-0.218556,-0.010639
0.049687,-0.403139,0.262524,0.289574,0.035407
-0.045315,-0.232872,0.155027,0.138669,0.495937
0.089601,0.001612,0.134569,0.132420,0.395820
0.111202,-0.510705,-0.067167,-0.126807,-0.713796
-0.028047,0.552007,0.346491,0.217964,-0.045669
-0.021559,-0.251731,0.189335,0.260095,-0.376843
0.161406,-0.428987,0.465513,-0.535792,0.301987
-0.115894,0.630246,0.075001,0.354203,-0.180901
0.012476,0.243606,-0.311588,0.231083,-0.096118
0.321529,0.329457,0.296325,0.434155,0.732488
0.338129,-0.231253,-0.143361,0.215919,0.567047
-0.377471,-0.009080,0.635773,0.329861,-0.179232
-0.009687,0.134721,-0.536306,0.210683,-0.230311
-0.208782,0.271116,0.057335,-0.337057,-0.252025
0.179469,0.148165,0.191425,-0.093931,-0.050345
0.130997,-0.427201,-0.354165,0.401333,0.143911
-0.000389,-0.035008,0.517153,0.453194,-0.031201
0.345768,-0.161106,-0.281937,0.111999,0.093901
-0.185292,-0.154634,0.197993,-0.433102,0.176319
-0.236375,-0.028819,-0.031639,-0.098372,0.235957
0.254416,0.110416,0.110494,0.077132,0.196091
-0.695408,-0.222123,-0.452702,0.291950,-0.025951
-0.170562,-0.358688,0.331778,0.408979,-0.276024
0.282184,-0.335821,-0.329854,-0.205610,-0.017783
0.141610,0.060721,-0.138568,-0.067689,-0.587935
-0.278112,0.017367,0.239660,-0.096574,0.316459
-0.101934,0.286073,0.207814,-0.078299,0.310403
0.072396,0.100198,-0.484995,0.512819,-0.231588
0.357186,-0.560730,0.554991,0.359839,-0.244039
0.315958,-0.130290,0.085493,-0.267562,0.066139
-0.325088,-0.015939,-0.279916,-0.172795,-0.456977
-0.449298,0.159475,-0.063110,-0.605994,-0.162577
0.013408,0.087574,0.132338,-0.557255,-0.237416
-0.331716,-0.215103,0.246335,-0.104168,-0.327566
0.686397,0.282813,-0.262060,-0.262848,0.020070
0.316209,0.485298,0.610292,-0.310168,0.073387
0.149953,-0.488259,-0.338834,0.101492,0.326163
-0.416871,0.071032,-0.376413,-0.073644,-0.298316
-0.537869,-0.374347,0.031633,0.008872,-0.322838
0.216649,0.186063,-0.189138,-0.073442,0.085311
-0.113107,-0.360242,-0.030507,-0.022243,0.014649
-0.391670,0.005227,-0.208937,-0.067239,-0.279382
-0.390473,-0.316598,0.256887,0.312194,-0.120858
-0.351593,0.405732,-0.022368,-0.162422,-0.072777
-0.339604,-0.338109,-0.123908,-0.038763,-0.290997
0.229266,0.207394,0.405403,-0.144354,-0.089658
0.262474,0.061529,-0.225986,-0.449147,0.477725
0.013232,-0.444451,0.251546,-0.364125,0.089627
0.250564,0.194661,0.054149,-0.043835,-0.122468
0.245924,-0.023758,0.167101,-0.192041,-0.022957
-0.244893,-0.383850,0.448336,0.106675,-0.530722
-0.013049,-0.143547,-0.221449,-0.223087,0.061852
-0.003169,-0.218556,0.364079,-0.194891,-0.318614
-0.036141,-0.007181,0.191692,-0.010238,-0.083063
0.095934,0.194940,-0.567493,-0.216219,-0.347331
0.306469,0.082804,0.216895,-0.107693,0.168851
0.253162,0.358511,0.321115,-0.223128,0.417853
-0.048815,0.711357,-0.071400,0.213309,0.142104
-0.073666,-0.263652,-0.333388,0.271382,0.172526
0.324771,-0.293234,0.273013,0.493715,-0.665072
0.214988,-0.137656,0.370291,0.700952,0.422166
-0.260132,-0.073541,-0.171828,-0.063109,-0.020051
-0.082150,0.103570,-0.030975,0.076642,-0.368441
0.287629,0.301163,-0.026539,-0.242629,0.163186
-0.217811,-0.330845,-0.026902,-0.034117,0.238736
0.194949,-0.115311,0.175360,0.185870,0.202754
0.040535,-0.202119,-0.238211,-0.174379,0.332383
-0.042433,0.307300,-0.272774,-0.532152,0.036521
0.027417,0.008465,-0.361878,0.039134,0.346500
0.074134,0.235938,-0.334673,-0.181194,-0.123680
0.253777,-0.217712,0.463844,0.015695,-0.830869
-0.049297,-0.508727,-0.626250,-0.158889,0.321857
0.048279,0.123916,-0.544233,-0.064098,0.216295
-0.019066,0.464279,-0.138887,0.326019,-0.177110
-0.526828,0.319086,0.113534,0.098162,-0.153088
-0.610319,0.086582,-0.309407,-0.140361,-0.561950
0.052096,-0.401042,-0.061120,-0.243678,0.513611
-0.467468,-0.118536,0.203555,0.310628,-0.191448
0.182689,0.422053,-0.002389,0.219565,0.947461
-0.377298,-0.243600,0.004675,-0.318428,-0.179452
0.083408,-0.074730,-0.443097,-0.128426,-0.001681
0.263105,-0.232753,-0.037478,0.040607,-0.280068
0.343184,-0.455761,0.335903,-0.320159,0.050598
0.075331,0.497408,-0.504328,0.308549,0.186147
0.200401,-0.134477,0.041442,-0.168889,-0.079732
-0.384418,0.292199,0.143178,-0.075764,0.591808
-0.209588,-0.278816,0.172560,-0.261050,0.124954
-0.232948,-0.051067,-0.222456,0.343159,-0.328147
0.433111,0.322986,0.532548,-0.048332,0.127434
-0.495686,-0.036929,-0.073280,-0.089173,0.038821
0.483859,0.393522,-0.438783,0.075835,0.066267
0.122789,0.301545,0.042325,-0.218945,-0.243352
-0.165410,-0.097694,-0.110551,0.228690,-0.421642
0.227254,0.316802,0.194020,0.247716,-0.010475
-0.212387,0.227142,0.469817,-0.346350,-0.348739
-0.131787,0.205130,-0.375412,0.120796,-0.019188
0.116940,0.128054,-0.125943,-0.107738,0.177364
0.052667,-0.297440,0.190222,0.279211,0.321276
0.430948,0.381131,-0.129487,0.328010,0.200576
-0.122418,-0.015832,0.275336,0.328739,-0.479774
0.046316,-0.309641,0.020856,0.473187,-0.302987
0.127598,0.193690,0.553645,0.463602,-0.572490
-0.122347,0.051240,-0.149393,0.406150,0.249165
-0.401808,0.083868,0.130965,-0.087701,0.066322
0.065897,-0.278142,-0.211431,-0.040028,0.328630
-0.023557,0.418709,-0.115529,0.608221,-0.150256
-0.240654,0.020168,-0.110607,0.060316,-0.414730
-0.179384,-0.079913,-0.023633,0.099209,-0.470553
0.036172,0.103341,-0.213496,-0.072343,0.158652
-0.102201,0.230868,0.001238,0.067442,-0.445202
-0.114898,-0.369865,0.336382,-0.206843,0.120702
-0.462662,-0.249009,0.079212,-0.132812,-0.372185
-0.177674,-0.124816,-0.017929,0.060721,0.260786
-0.177542,0.335749,0.160663,0.576189,0.259216
-0.043535,-0.334694,0.005892,-0.127779,0.049332
-0.237597,-0.422418,0.168067,-0.040634,-0.290152
-0.113482,0.091791,0.382358,0.025159,0.034263
-0.335934,-0.039189,0.187323,0.291913,-0.165505
0.199422,-0.265601,0.197225,0.057740,0.367707
-0.401014,0.131658,-0.453602,0.595463,-0.133048
0.169146,0.036613,0.296650,0.417814,0.167779
0.065775,-0.020712,-0.007625,0.260741,-0.042977
0.339119,0.243805,-0.109146,0.116718,-0.054568
-0.138166,0.378809,-0.230317,0.191017,0.310750
-0.140053,0.741775,-0.528181,-0.100083,-0.305146
-0.195683,0.063108,-0.239038,0.497401,-0.242609
0.386677,-0.394964,-0.122083,-0.032803,0.064978
-0.199303,0.217802,-0.155688,-0.325172,-0.358653
0.030250,0.000074,0.118767,-0.499436,0.137931
0.362882,-0.902048,-0.310496,-0.454270,0.007033
0.157791,0.301579,-0.500431,-0.131020,0.500435
-0.005452,0.258155,0.109433,0.483240,-0.143431
0.162726,0.580467,0.374469,-0.484942,0.302938
0.056242,0.368433,-0.303661,-0.075468,-0.326610
0.329785,0.088393,-0.253263,-0.541394,-0.077045
-0.079347,0.229175,0.188544,0.215222,-0.282465
0.202331,-0.072253,0.301335,-0.292279,0.314368
-0.262416,0.296252,0.261995,0.656478,-0.367175
-0.217313,-0.182821,0.075274,0.039273,0.387800
0.108265,-0.495819,0.185931,-0.289878,0.085694
-0.406763,-0.012654,-0.394863,-0.099882,-0.087865
0.216099,0.209687,0.213038,0.099870,0.008218
0.167150,-0.106004,-0.180691,-0.062410,0.119191
-0.182331,-0.389931,0.334612,0.067701,0.126603
-0.115983,-0.271055,0.123515,0.242287,-0.455821
0.254918,-0.403003,0.071261,0.030795,-0.199650
0.609150,-0.408241,0.185742,-0.069953,0.189294
-0.397294,-0.237339,0.194405,0.560059,0.026686
-0.023599,-0.334659,-0.066132,0.211811,0.039699
0.059904,-0.196911,0.103073,0.204888,0.165789
-0.514684,0.202121,-0.143039,0.193519,0.238483
-0.439046,0.161901,0.258745,-0.075631,0.243722
-0.371884,0.105043,-0.171815,0.272052,-0.037224
-0.056361,-0.005856,-0.645703,0.173653,0.034384
0.060600,-0.410065,0.598459,0.408650,-0.270389
0.387293,-0.022693,0.040229,-0.524483,-0.071158
0.020869,0.352151,-0.095191,-0.111986,0.004047
-0.594515,-0.086524,0.243574,0.025506,-0.241731
-0.341920,0.102672,-0.093691,0.115676,0.097818
-0.070796,-0.026708,0.085172,0.539656,-0.297430
0.372724,-0.059412,-0.324108,0.112037,0.047962
-0.125872,-0.247396,0.044401,0.673441,0.243839
0.236906,0.249333,0.084571,-0.278751,-0.182832
0.097602,0.121569,-0.472665,0.115057,0.278342
-0.479634,0.132569,0.469772,-0.564066,-0.073028
-0.310621,0.398112,0.299571,-0.138801,0.194675
-0.438706,0.184857,0.248082,0.072630,-0.079950
0.415922,-0.151225,0.231608,0.147184,0.170906
-0.240099,-0.224101,-0.261055,-0.214088,0.321445
0.325074,-0.062564,0.015849,-0.453759,-0.612104
-0.028787,0.205699,0.072976,0.601255,0.380338
0.551874,0.082355,0.150222,0.107285,-0.560363
0.395023,-0.127752,-0.086166,-0.008758,0.481525
-0.150759,-0.734478,0.033170,-0.140102,-0.158106
0.373101,0.172861,0.059123,-0.337435,-0.049727
0.322567,-0.104503,0.070196,-0.235404,0.289944
0.457010,-0.163447,0.255579,-0.253150,0.308090
0.103132,0.040816,0.265105,-0.143690,0.066594
-0.316187,-0.109515,-0.013902,-0.228521,-0.120891
0.038319,-0.196431,-0.458789,0.429554,0.406285
0.362334,-0.042247,0.491423,0.704009,0.104475
0.067566,0.423876,-0.253098,0.059581,0.102845
-0.297214,-0.121611,-0.298412,-0.184598,0.123448
-0.034571,0.114496,-0.191861,-0.001181,-0.188388
0.151536,0.523354,0.573955,0.207237,-0.139843
0.277006,-0.049791,0.479710,0.156557,0.430936
0.120781,0.467373,-0.074393,0.104834,-0.046947
0.065510,-0.341909,0.118293,-0.103695,-0.245695
0.010684,-0.049761,-0.528659,-0.219751,-0.045597
-0.459603,0.031123,0.103215,0.572783,-0.149786
0.186395,0.102953,-0.256183,0.017070,0.501190
0.084901,-0.012730,-0.173032,-0.603306,-0.021607
0.254536,0.121610,-0.360722,0.294921,-0.221147
0.160426,-0.197812,0.250216,0.011185,0.156586
0.279448,-0.064826,0.194896,0.119350,0.133400
0.058929,-0.484055,-0.112189,-0.188512,0.124330
-0.063353,-0.413558,-0.182419,0.206847,-0.070020
-0.222710,0.023206,-0.060078,0.213949,-0.407561
-0.363283,0.072645,-0.493668,-0.097054,0.115112
0.069547,0.046930,-0.070849,-0.313877,-0.126881
-0.112714,0.028187,0.108551,0.242204,0.553952
0.604785,0.232989,0.179008,0.250176,0.124066
-0.224875,0.490021,-0.001915,0.146634,0.217170
-0.622420,0.392891,-0.136467,0.180529,-0.045490
-0.118332,0.175448,-0.184962,-0.007097,-0.687169
0.107252,-0.029490,-0.107516,-0.069321,0.239414
0.362979,0.294916,0.453214,-0.251012,0.140978
-0.094191,-0.057131,0.042145,0.093725,0.122681
-0.014202,-0.129415,0.506209,0.077543,-0.232498
-0.231335,0.869481,0.119464,0.336861,0.114913
0.315001,-0.667884,-0.442505,-0.164842,0.243245
-0.106994,0.686138,0.309957,-0.553971,0.521010
-0.563109,0.098897,-0.043428,-0.066138,0.098768
0.414359,-0.135008,-0.011128,0.273774,-0.416851
0.311465,-0.502481,0.091039,-0.273961,-0.002938
-0.053897,0.004371,0.121498,0.182968,0.061488
-0.251924,0.048390,0.114873,-0.002577,-0.080896
0.346899,0.046012,0.099959,0.256612,0.030362
0.038678,0.107850,0.410911,-0.203908,-0.422586
0.123068,-0.162560,-0.173265,-0.050203,-0.415624
-0.518325,-0.102065,0.338683,0.015230,0.006994
0.185228,0.212782,0.292649,-0.129855,0.716987
0.252820,-0.337729,-0.001107,0.421221,-0.038144
0.392410,-0.128666,-0.159771,-0.129837,-0.091214
-0.791045,0.150352,-0.394602,-0.265650,-0.069404
-0.095817,-0.429262,-0.166887,0.001359,-0.266102
-0.052435,-0.308902,-0.404852,-0.651311,-0.113853
0.104075,-0.349879,0.357850,-0.056985,0.028266
-0.196804,-0.135185,0.081901,0.067415,-0.206185
-0.162722,-0.171799,0.022111,-0.199568,0.018449
-0.390258,0.773680,-0.005676,0.382641,-0.034636
0.299316,-0.372261,-0.335568,0.089102,0.133613
-0.170968,-0.070229,-0.285887,-0.027658,-0.033081
-0.047037,-0.096547,0.285439,0.229359,0.204000
0.082305,-0.185398,-0.126202,-0.136490,0.057481
-0.474399,0.182682,0.185009,0.156704,-0.244016
-0.304916,0.248599,-0.123442,-0.180431,-0.204077
-0.207569,0.664446,-0.103240,0.048632,0.920839
0.122980,0.330187,0.015553,-0.032219,-0.015465
0.261983,-0.390815,-0.183477,-0.216232,0.881953
0.005106,-0.324253,0.179713,0.144038,0.279785
-0.357103,-0.112821,0.385308,0.214633,-0.137732
0.307304,0.641024,0.283280,0.332334,-0.054636
-0.621885,0.001411,0.242318,0.204994,-0.024696
0.072349,-0.424972,-0.097271,-0.190459,0.355603
-0.174506,-0.065233,0.266435,-0.202459,0.272462
-0.051940,0.228138,-0.094372,0.089275,0.633399
0.388387,0.397162,-0.004165,0.336871,-0.112491
0.246642,-0.070376,-0.375752,-0.305935,-0.256832
0.314162,0.141225,0.248204,-0.141032,-0.188039
0.224464,-0.013880,-0.238538,-0.340017,0.041962
0.133657,-0.215805,-0.338871,-0.110969,0.010278
-0.161551,0.013297,-0.342832,0.437918,-0.331763
-0.425895,-0.300705,0.326209,-0.557352,0.133407
0.598509,0.553646,0.321232,0.191035,0.147670
0.245661,-0.082242,0.005967,0.271917,-0.452850
-0.011815,0.048195,0.225732,0.040899,-0.043408
0.070657,-0.443829,0.031464,0.250912,-0.424691
-0.228442,0.029390,0.247313,-0.475580,0.006050
-0.073714,0.551292,0.084266,0.090417,0.519445
0.083922,0.276081,-0.225043,-0.180558,0.092113
-0.188308,-0.036590,-0.383098,-0.046194,-0.283584
-0.046789,-0.029466,0.107263,-0.176616,0.194806
-0.158601,0.150054,0.119820,-0.381647,-0.032350
-0.298256,0.197802,-0.222576,-0.551756,-0.334824
-0.150288,-0.432150,-0.147880,0.203249,-0.277588
-0.313811,-0.219791,0.232274,-0.205712,0.281842
0.029241,-0.167476,0.347074,0.262640,0.002734
0.378240,-0.128553,-0.059091,-0.005149,0.624165
-0.246718,-0.326437,-0.649275,0.001473,0.532854
-0.239424,-0.411620,-0.200718,0.333244,-0.087837
0.634700,0.286708,-0.185572,-0.066901,-0.700583
-0.032099,0.152962,-0.645658,-0.341211,-0.185853
-0.086365,0.696461,0.391866,-0.052502,0.131086
0.002495,-0.214393,0.021920,0.314769,0.314279
0.083223,-0.069354,0.390438,-0.170222,0.384141
-0.458989,0.370385,-0.764595,0.017083,0.203686
0.077359,-0.323685,0.283349,-0.400958,0.374725
0.269105,-0.162645,-0.113372,0.227455,0.179606
0.191850,0.342347,-0.126667,0.141230,-0.654837
-0.831848,0.271759,0.389723,0.440160,0.203245
-0.360277,0.485884,0.193247,0.140602,0.125295
-0.024247,-0.459631,0.047885,0.140809,-0.082825
-0.151460,-0.606004,-0.029403,0.522732,0.230484
-0.118224,-0.159299,0.067009,0.192725,0.453167
0.176696,-0.295794,-0.123474,0.274890,0.100384
-0.321546,-0.104062,-0.202128,-0.292904,0.154748
0.404706,-0.053438,0.100444,0.371483,-0.286697
-0.155208,-0.520563,0.276496,0.025544,0.130426
0.026118,0.260212,0.073731,0.543481,-0.323128
0.181219,-0.808176,-0.731745,-0.144269,-0.052328
0.184115,-0.437832,0.353471,-0.308034,-0.274696
0.069350,0.021453,0.323376,-0.147174,0.372123
-0.337080,-0.310430,-0.014942,0.034456,-0.197617
-0.218985,0.005984,-0.042866,0.122858,-0.419132
0.201542,0.296434,-0.478093,0.043918,0.272253
0.068750,0.395766,-0.062340,0.072876,0.261428
-0.158149,0.009381,-0.079157,0.122496,-0.164991
-0.240372,-0.190659,0.135809,-0.136050,0.611596
0.180966,-0.130908,0.083883,0.263945,0.051452
0.149632,0.289705,-0.108109,0.179239,0.035254
0.171782,-0.218592,0.164472,-0.127708,-0.060629
0.129102,0.546276,0.288604,0.490617,0.010219
0.500610,0.125786,0.332805,0.282600,-0.160023
-0.073175,0.097803,-0.170763,0.651596,0.190558
-0.407061,-0.365581,-0.426861,-0.095627,0.021888
0.426354,0.108260,0.116180,0.014521,0.605481
-0.166308,-0.292070,-0.517705,0.159783,-0.066110
-0.048877,-0.360991,0.053865,-0.295458,-0.340588
0.295899,0.252594,0.125940,0.408974,0.224032
0.487900,0.006312,0.291551,-0.123793,-0.049213
-0.176825,0.009213,0.049451,-0.396550,-0.209769
0.142221,-0.591992,0.402613,-0.203942,-0.856802
-0.345517,-0.272840,-0.431801,-0.045573,0.398269
-0.010386,0.418726,-0.315243,-0.335564,0.103862
0.309533,-0.132335,0.229955,0.256265,-0.090003
-0.136693,0.034978,-0.020403,0.290229,0.301895
-0.508168,-0.029543,0.300395,-0.123903,-0.259140
-0.132265,0.195535,-0.073898,0.124233,0.044727
-0.002594,-0.456154,-0.195690,0.197374,0.067692
-0.119435,0.634436,0.086438,-0.148783,0.104497
-0.298308,0.645658,-0.139332,-0.573678,-0.026344
-0.298430,-0.131043,-0.332323,-0.220286,-0.083484
-0.231920,-0.433052,-0.012310,0.115240,0.356225
0.263474,0.076032,-0.043055,-0.795411,-0.106570
0.041172,-0.288268,0.664500,0.543967,-0.420792
0.488474,-0.295183,0.247039,0.393170,-0.208513
-0.115768,0.035882,0.021054,-0.653028,0.054383
0.273805,0.471048,0.579678,0.635877,0.079288
-0.301449,-0.618330,0.133468,-0.207621,-0.410509
0.196724,-0.025770,-0.302038,0.697783,-0.321611
0.149220,0.136573,0.156407,-0.290946,0.347842
0.150781,-0.372489,0.077892,0.187446,0.039533
0.202914,-0.054022,0.243451,0.220353,0.093978
0.261746,0.397225,0.225673,0.145434,-0.214965
0.219380,-0.053300,-0.090285,0.156367,0.057739
0.354709,0.264481,-0.329905,-0.661553,0.279302
-0.164798,0.154435,-0.490622,0.352129,-0.031690
0.027296,0.311466,-0.384733,0.495456,0.265364
0.159713,0.042054,0.713331,-0.080369,0.015498
-0.728522,-0.400114,0.136742,-0.067517,-0.107031
0.154432,0.416270,-0.310701,0.218184,-0.168919
-0.172508,0.090837,0.062547,-0.374431,-0.182878
0.184613,0.276131,0.149423,-0.578334,0.016172
0.214331,0.096532,0.895834,-0.094235,0.234992
0.368439,0.098180,0.150790,-0.213165,-0.191687
0.159905,0.451783,0.121579,0.223312,-0.272630
0.104226,0.163410,0.064876,0.210580,0.027433
0.321235,0.457798,0.179641,-0.546004,-0.023448
-0.145356,-0.417956,-0.088309,0.202880,-0.035462
0.219553,0.357426,-0.165002,0.349337,-0.247134
-0.396206,-0.416748,0.137300,-0.017292,-0.262771
0.477365,0.039034,0.263551,-0.067849,-0.213732
-0.141279,0.342394,0.282809,-0.154981,0.110851
-0.127658,-0.157369,0.305869,-0.140739,0.450017
0.426310,0.345774,-0.016769,0.086358,0.204376
-0.025815,-0.121177,-0.439740,-0.331704,0.348611
-0.103700,-0.044655,0.165690,0.324095,0.453707
0.033611,-0.125151,0.039103,0.205627,0.089479
0.562394,-0.243504,0.040813,0.394495,-0.318065
-0.263792,0.088197,0.051160,0.250528,-0.229379
0.498040,0.016710,0.132973,0.031193,0.079175
-0.078953,-0.064679,0.220360,-0.284508,0.080530
-0.467730,0.095158,0.017845,-0.022605,0.038422
0.025669,0.088749,0.523301,-0.080052,-0.012128
-0.324726,0.553589,-0.136281,0.186201,-0.219916
0.074847,0.104315,0.040333,-0.301683,0.268264
-0.011762,0.058582,-0.012839,0.258302,-0.345969
0.444658,0.374185,0.310362,0.083166,0.182490
0.710038,0.075905,-0.164680,-0.208457,-0.082152
-0.260830,-0.302822,0.337496,0.094992,0.366928
-0.241241,0.613926,-0.097477,-0.119363,-0.078585
-0.047153,-0.015579,0.105682,0.399842,-0.409819
0.050488,-0.515831,-0.358873,-0.102402,0.434069
0.788248,0.009029,-0.359793,-0.121384,0.078743
0.368641,0.038894,0.094441,0.073015,0.436742
0.185980,0.465785,0.002911,0.379397,-0.489420
0.533514,-0.301621,0.281014,0.157472,-0.189458
0.085844,-0.011028,0.624405,-0.019199,-0.260636
-0.050782,-0.059884,-0.219104,0.284047,-0.051579
-0.226116,-0.122315,-0.052295,0.215732,0.181770
-0.040700,0.109263,0.007015,0.211194,0.049686
0.057377,-0.021552,-0.117861,0.119693,0.122165
-0.158721,0.161076,0.148923,-0.145428,0.225166
-0.111697,-0.124711,-0.184203,-0.061405,-0.050742
0.160835,-0.103868,0.103475,0.447827,-0.172469
-0.511860,0.043082,-0.062412,0.331494,-0.116179
-0.076118,0.030303,0.235059,0.066954,0.306799
0.191906,-0.179317,0.524083,0.155157,-0.085117
-0.179684,0.238733,0.310632,0.159156,-0.079485
0.157080,-0.671572,0.087738,0.005529,-0.082002
0.178178,0.573822,0.362669,-0.185548,-0.164225
0.005365,0.578428,-0.346216,-0.251959,0.235683
0.140384,0.260271,0.182156,-0.014790,-0.273827
0.390879,-0.675417,-0.093218,0.370695,0.065168
0.106418,0.226005,-0.203668,0.115288,-0.296737
0.340091,-0.408109,0.015006,0.092649,0.180259
-0.091734,0.019343,0.212402,0.100615,-0.156037
-0.100569,-0.298133,0.144722,0.663298,-0.160125
-0.242541,0.312316,-0.363642,-0.205915,-0.397859
-0.042232,0.460946,-0.386965,0.334182,0.399027
0.160586,-0.127484,0.133550,-0.494801,-0.088184
0.480247,-0.292082,0.040561,0.022486,0.319367
-0.165111,0.056951,0.257299,0.202489,-0.092460
-0.028493,0.004391,0.156125,-0.093133,0.481159
0.252438,0.167124,-0.056676,-0.195178,-0.212429
-0.194444,0.033565,-0.473187,-0.091259,0.109375
0.220725,0.246884,0.268558,0.231491,0.099866
-0.236015,-0.291036,-0.015385,0.379032,-0.248155
0.324771,0.043248,-0.427629,-0.084378,-0.279243
0.209612,-0.177032,-0.329194,-0.026836,-0.160295
0.336028,0.523800,-0.341048,-0.303401,0.028619
-0.098434,-0.425779,-0.191338,0.061664,0.078836
-0.257957,-0.042451,-0.187234,-0.091538,-0.014806
-0.658565,0.554303,0.346258,-0.164897,0.294688
-0.440875,-0.097160,-0.182865,-0.178655,0.715628
-0.084689,0.516128,-0.319978,-0.057168,-0.375022
-0.402827,0.406291,0.177058,-0.002970,0.050583
-0.261130,0.382704,-0.183704,0.050014,0.893020
-0.130056,0.188912,-0.015796,-0.599761,-0.000445
-0.059072,-0.104765,0.245196,0.048636,-0.008961
-0.054466,-0.107167,0.046959,0.432346,-0.302709
0.631718,0.119498,0.072671,0.598508,0.173202
0.337388,0.048052,-0.232701,-0.111192,-0.399213
0.526091,0.021231,-0.091235,-0.261589,0.049467
-0.242250,0.406736,-0.001593,0.356092,0.055152
-0.080938,0.011511,0.095953,-0.080326,-0.091853
-0.188157,0.183223,0.196389,0.357561,0.016107
-0.394573,-0.033272,-0.314936,-0.371723,0.302414
-0.358714,-0.159130,0.440071,-0.457170,0.289586
-0.063834,0.188207,-0.204822,0.411703,-0.099986
-0.229141,0.077347,0.244734,-0.281497,-0.317547
-0.154814,-0.111622,-0.081066,0.117717,-0.406214
0.096292,0.141825,-0.191601,-0.296903,-0.313668
0.280024,0.054468,0.605869,0.169109,-0.057760
0.048879,0.179314,0.380810,-0.609390,-0.227128
0.062222,-0.333325,0.281456,0.232338,-0.353188
0.007972,0.027812,0.186780,-0.378404,-0.208442
0.177411,0.004887,0.290625,0.221834,0.109971
-0.145602,-0.386000,-0.574590,-0.043003,0.259018
-0.384915,-0.051224,0.124646,0.056586,0.568004
0.632100,0.368110,0.508809,-0.249129,0.042334
-0.266496,-0.289513,0.027817,0.606011,0.156094
0.385144,0.404611,-0.121540,0.040451,-0.441916
0.025533,0.137338,-0.064625,-0.051145,-0.006969
0.172710,-0.356037,0.125476,-0.222558,-0.521556
0.025757,-0.377301,-0.143461,0.223850,0.206004
0.555543,0.057972,-0.113365,0.059302,-0.323652
-0.474317,0.156560,0.179714,-0.419076,0.266532
-0.100773,0.159312,0.014830,0.289388,-0.034656
